	PC 1	PC 2	PC 3
C7ORF42	-0.00797	-0.01089	-0.00838
C7ORF59	-0.00183	0.0013	0.00424
C7ORF60	-0.00169	-0.00239	0.00281
C7ORF73	0.00503	0.00155	0.00561
C8ORF4	0.05387	-0.02921	-0.01369
C8ORF33	0.00377	0.01225	0.00207
C8ORF40	0.00383	0.00908	-0.00958
C8ORF46	-0.00348	0.00573	0.02186
C8ORF59	-0.00794	-0.00866	0.00002
C9ORF9	-0.00338	-0.00406	-0.0077
C9ORF16	-0.0137	0.0105	0.00818
C9ORF78	0.00207	-0.00085	0.00133
C9ORF80	0.00054	0.01456	0.00676
C9ORF85	-0.00478	-0.00569	-0.0138
C9ORF114	0.01111	0.02039	0.00066
C10ORF10	0.00425	-0.01877	-0.02376
C10ORF12	0.00075	-0.00466	-0.00308
C10ORF32	-0.0017	-0.00809	-0.0002
C10ORF46	-0.00343	-0.00833	-0.0083
C11ORF10	-0.00765	-0.00188	0.00943
C11ORF24	0.01397	0.00395	-0.0095
C11ORF30	-0.01198	-0.01055	-0.0064
C11ORF31	-0.00692	0.00005	0.00392
C11ORF46	-0.0063	0.00275	0.00046
C11ORF48	-0.01135	-0.00821	0.00538
C11ORF51	-0.00977	0.00182	0.00552
C11ORF54	-0.00585	-0.00772	-0.00862
C11ORF57	-0.00465	-0.00145	-0.00289
C11ORF58	0.00154	0.00878	0.00272
C11ORF73	-0.00649	0.00014	0.00622
C12ORF4	0.01404	0.01117	-0.00617
C12ORF5	0.00459	0.01096	-0.00611
C12ORF10	0.00426	0.00903	-0.00376
C12ORF23	0.01263	-0.00036	0.00014
C12ORF29	0.01597	0.00018	0.0003
C12ORF35	0.00794	-0.00603	-0.00533
C12ORF43	0.00086	-0.01227	-0.00124
C12ORF44	0.0067	-0.00245	0.00399
C12ORF50	-0.0234	-0.03098	-0.0164
C12ORF55	-0.01886	-0.02729	-0.01567
C12ORF57	-0.01712	-0.00359	-0.00352
C12ORF65	-0.01094	-0.00387	-0.01027
C14ORF1	0.00965	0.03229	-0.00498
C14ORF2	-0.00166	0.00443	0.00998
C14ORF23	0.00026	-0.01105	-0.00232
C14ORF37	-0.00222	0.00325	-0.00018
C14ORF43	0.01685	-0.01954	-0.00494
C14ORF118	-0.01164	0.00385	-0.01163
C14ORF119	0.00686	0.00934	0.00459
C14ORF132	0.02409	0.00556	-0.01923
C14ORF133	0.00823	0.01205	-0.00988
C14ORF135	0.00221	0.00571	-0.00526
C14ORF159	0.01802	0.00169	-0.00118
C14ORF166	-0.00366	0.00629	0.00332
C15ORF24	-0.01024	0.00467	-0.00464
C15ORF29	-0.02157	0.00071	-0.00391
C15ORF40	-0.00981	-0.00674	-0.0082
C15ORF41	-0.0013	0.01271	-0.00625
C15ORF44	-0.00201	0.02369	-0.01423
C15ORF52	0.01997	-0.00664	-0.01147
C15ORF57	-0.0079	0.00005	-0.00756
C16ORF45	-0.01189	0.0049	-0.00216
C16ORF57	0.01635	0.02912	0.00404
C16ORF62	0.01592	0.00871	0.00159
C16ORF70	-0.0089	-0.00765	-0.01212
C16ORF80	0.00598	-0.00766	0.02845
C16ORF88	-0.01297	-0.00348	0.00486
C17ORF49	-0.01018	0.01467	-0.00175
C17ORF75	-0.0057	-0.00881	-0.00351
C17ORF76-AS1	-0.01434	-0.00273	0.00095
C17ORF80	0.00762	0.01954	-0.00093
C17ORF81	0.00087	0.00539	0.00211
C17ORF108	0.01653	0.01104	-0.01912
C18ORF25	0.00237	0.01546	-0.01941
C18ORF32	-0.00834	-0.00998	0.00322
C19ORF42	0.00024	0.00543	0.00257
C19ORF48	0.00736	0.00712	0.0319
C19ORF53	0.00021	0.00192	0.01284
C19ORF70	0.00072	-0.00291	0.00253
C19ORF79	-0.00407	-0.00479	0.01468
C20ORF11	-0.00242	-0.00252	-0.00096
C20ORF43	-0.00273	-0.00816	0.00553
C20ORF111	0.00379	-0.03168	0.00077
C20ORF112	0.00661	-0.01152	0.00468
C20ORF194	-0.00439	-0.0296	-0.00023
C21ORF33	-0.0007	-0.00631	-0.00518
C21ORF59	-0.01087	-0.01114	-0.01263
C21ORF62	0.03495	-0.03832	0.0483
C22ORF13	0.00357	-0.00099	0.00996
C22ORF28	0.00649	0.01173	0.00607
C22ORF29	-0.00317	0.00261	-0.01943
C22ORF32	-0.01008	-0.00686	0.00202
CA2	0.05454	0.01397	0.02115
CA12	0.01291	0.0235	-0.05623
CA14	-0.02318	0.01352	0.00074
CAB39	-0.00116	0.00043	0.00292
CABIN1	0.002	-0.01631	-0.00136
CACYBP	-0.01879	0.00557	0.00339
CAD	0.00147	0.00929	-0.01144
CADM1	-0.00582	-0.00951	-0.00387
CADM2	-0.03483	-0.01535	0.03084
CADPS	0.04406	-0.03025	-0.00539
CALCOCO1	0.00183	-0.01703	-0.01279
CALD1	0.0165	-0.01831	0.00401
CALM1	-0.01087	0.03084	0.00612
CALM2	-0.00199	0.01558	0.01145
CALM3	0.0092	-0.01552	0.00859
CALR	0.00379	0.01071	-0.00598
CALU	0.0094	0.01919	0.00253
CAMK2D	0.00552	0.01026	-0.02148
CAMK2N1	0.00375	-0.01985	0.00022
CAMLG	-0.00731	-0.00644	-0.00203
CAMSAP2	-0.01179	-0.01651	0.00748
CAMTA1	0.001	-0.01001	0.01046
CAND1	0.00191	0.02225	-0.00577
CANX	0.00713	0.01338	-0.00913
CAP1	0.01029	0.00579	-0.00219
CAP2	0.01423	-0.01813	0.02515
CAPG	0.04607	-0.00498	0.0111
CAPN1	0.01525	0.00285	0.01002
CAPN2	0.00616	-0.012	-0.01628
CAPNS1	0.00068	-0.01752	0.00517
CAPRIN1	-0.01153	-0.02344	-0.00509
CAPRIN2	-0.00757	0.00112	-0.01428
CAPZA1	0.00757	0.00449	-0.00154
CAPZA2	0.00979	0.00745	0.00403
CAPZB	0.00373	-0.00387	0.00542
CARD8	-0.00839	-0.01054	0.00354
CARKD	-0.01054	0.02432	-0.0092
CARS	0.0076	-0.00469	-0.01504
CASC3	-0.00692	-0.00235	-0.02468
CASC4	-0.00061	0.00047	0.00153
CASK	-0.01292	-0.01312	0.02802
CASP2	-0.00634	0.01128	-0.00247
CASP3	0.00258	0.03001	-0.00502
CASP6	0.01554	-0.01132	0.01908
CASP8	0.00422	-0.00064	-0.01078
CASP8AP2	-0.00043	-0.00707	-0.00091
CAST	-0.0026	-0.00462	-0.0077
CAT	0.02884	0.01948	0.00085
CAV1	0.0423	-0.01851	-0.02542
CBFA2T2	-0.00984	-0.01859	-0.01314
CBFB	-0.01282	0.00044	-0.02513
CBLB	0.00239	-0.01859	-0.01503
CBLL1	0.00803	0.001	-0.00164
CBR1	-0.00242	0.00048	0.00639
CBR4	-0.01482	-0.0038	0.00148
CBS	-0.00648	-0.00264	-0.01162
CBWD1	0.00319	-0.00889	0.00901
CBWD2	-0.00016	0.00103	-0.0031
CBWD7	-0.02206	-0.00523	-0.00909
CBX1	-0.01324	0.00159	0.00158
CBX3	-0.01102	0.00388	0.01776
CBY1	0.01655	-0.01287	-0.00146
CC2D2A	0.00473	-0.00422	0.00049
CCAR1	0.0023	0.01238	0.00284
CCBL1	-0.00343	-0.00827	-0.01293
CCBL2	0.0139	0.01508	-0.00902
CCDC14	-0.00953	-0.00402	0.01073
CCDC25	-0.00585	-0.00561	0.00966
CCDC28B	0.0044	0.00858	0.02849
CCDC30	-0.0087	-0.01558	-0.01391
CCDC41	-0.0114	-0.01606	-0.0066
CCDC43	0.01055	-0.00144	0.00102
CCDC47	-0.00374	0.00566	-0.00166
CCDC50	-0.01452	-0.01461	-0.01065
CCDC51	0.01089	0.01144	0.01583
CCDC53	0.00541	-0.00868	0.00016
CCDC66	-0.01428	-0.00034	-0.006
CCDC72	-0.00551	-0.00138	0.01361
CCDC80	0.00235	0.01933	0.04141
CCDC82	-0.00612	0.003	-0.00473
CCDC88A	-0.004	-0.0032	0.00088
CCDC90B	0.00091	-0.01107	-0.00149
CCDC93	-0.00324	-0.0099	-0.00312
CCDC99	-0.00125	0.00954	0.00336
CCDC102B	-0.00991	0.03919	-0.05002
CCDC104	-0.01022	-0.01177	-0.00625
CCDC113	0.00126	-0.01341	-0.00411
CCDC115	0.00996	-0.00345	0.00585
CCDC122	-0.01573	-0.01918	-0.01179
CCDC124	-0.01519	-0.00679	0.00491
CCDC125	-0.0083	-0.00952	-0.00728
CCDC126	0.00337	0.00228	0.00317
CCDC127	0.01235	0.00611	-0.0097
CCDC130	-0.00169	-0.01365	-0.00936
CCDC132	0.00736	0.00889	-0.00003
CCDC141	-0.02086	-0.03312	-0.01836
CCDC144B	0.00995	-0.00255	-0.0291
CCDC150	-0.01167	-0.00914	-0.00937
CCDC167	0.00215	-0.00042	0.02027
CCDC168	-0.02253	-0.02138	-0.002
CCDC170	-0.00567	-0.03678	-0.02071
CCL5	-0.01401	-0.02305	-0.01167
CCNB1	-0.0008	0.02923	0.01735
CCNC	-0.00558	-0.01593	-0.01254
CCND2	-0.00076	0.01047	0.01324
CCND3	-0.00159	0.01694	-0.00568
CCNDBP1	-0.01645	-0.00436	-0.03333
CCNE2	-0.00973	0.02809	0.01577
CCNG1	0.00598	0.00642	-0.01117
CCNH	-0.00968	-0.00496	0.00108
CCNI	-0.0139	-0.01394	-0.00948
CCNL1	-0.00349	-0.01677	0.0004
CCNL2	-0.00548	-0.01778	-0.01738
CCNT1	-0.00213	-0.0035	-0.0064
CCNT2	-0.0074	0.00022	0.00606
CCP110	-0.00405	0.01293	-0.00272
CCS	0.01054	-0.00622	-0.00207
CCT2	-0.00301	0.0107	0.00942
CCT3	0.00203	0.01454	0.00464
CCT5	-0.0048	0.01936	0.00783
CCT6A	-0.00381	0.0118	0.00591
CCT6P3	-0.02903	-0.02004	-0.01914
CCT7	0.00203	0.01418	0.00385
CCT8	-0.00838	0.00836	0.00475
CCZ1B	-0.00841	-0.01195	-0.00947
CD2BP2	0.00471	0.00866	0.00514
CD9	0.0016	-0.00736	-0.0064
CD27-AS1	-0.00351	-0.01656	-0.01429
CD44	0.08062	-0.04953	-0.0067
CD46	-0.0021	0.00198	-0.02338
CD47	0.00686	-0.01455	0.00306
CD58	0.02065	0.02231	-0.0072
CD59	0.01561	0.00765	-0.00319
CD68	0.02509	0.01729	-0.04664
CD74	0.04085	-0.0432	0.00856
CD82	-0.02317	0.01277	0.02902
CD97	-0.00199	0.0155	0.00309
CD99	0.01694	0.00031	0.00816
CD99L2	0.01699	0.02257	-0.00816
CD164	0.0104	0.00076	-0.01858
CD276	-0.00665	-0.00563	-0.00921
CD302	0.00011	0.00802	-0.01045
CD320	0.00243	0.02199	-0.01614
CDC5L	-0.00919	-0.00235	0.00444
CDC6	-0.00978	0.02608	0.01795
CDC7	0.00206	0.02937	0.02789
CDC14B	-0.00333	-0.0036	0.009
CDC16	-0.00628	0.00208	-0.00112
CDC23	0.00903	0.01007	0.01268
CDC25B	0.01024	-0.00749	-0.00942
CDC26	-0.01463	-0.00876	-0.00264
CDC27	-0.00215	-0.00212	0.00291
CDC40	-0.00722	-0.00887	-0.0098
CDC42	0.00692	-0.01552	0.00101
CDC42BPA	-0.01469	-0.00306	-0.00293
CDC42EP4	-0.01412	0.01492	0.02176
CDC42SE1	0.01497	0.00998	0.00511
CDC42SE2	-0.0029	0.01128	-0.0058
CDC73	-0.01283	0.00304	-0.00309
CDC123	0.00606	0.01322	0.02396
CDCA7L	-0.02242	0.01481	0.0415
CDH2	-0.0107	0.02342	-0.00926
CDH6	-0.02111	0.01287	-0.00578
CDH10	-0.01265	0.02034	0.03338
CDH11	0.03995	-0.01911	0.00798
CDH13	0.0066	0.01789	-0.0354
CDHR4	-0.01132	-0.01878	-0.01401
CDK2	0.00318	0.01632	0.01962
CDK3	0.01111	-0.00812	0.00378
CDK4	-0.00352	0.00792	0.0126
CDK5	0.01425	0.01045	0.01825
CDK5RAP1	0.00109	-0.00212	0.00043
CDK5RAP2	-0.01153	-0.00993	0.00284
CDK6	-0.03876	0.00798	0.0077
CDK7	0.00019	-0.00449	0.00477
CDK10	-0.00298	0.01571	-0.01705
CDK13	-0.01333	-0.01228	-0.00521
CDK14	-0.01602	0.00592	-0.01694
CDK20	0.01952	-0.00452	-0.00683
CDKAL1	-0.00469	-0.00596	-0.00706
CDKL3	-0.00873	-0.00544	0.00424
CDKN1A	0.02415	0.00338	-0.00909
CDKN2AIPNL	-0.01094	0.01083	0.00383
CDKN2C	-0.01696	0.00051	0.00409
CDO1	0.0195	-0.00434	0.01572
CDR2L	0.00867	-0.00121	-0.00624
CDRT1	-0.01472	-0.02209	-0.01362
CDS2	0.00439	-0.01121	0.00232
CDV3	0.00447	-0.0118	-0.00219
CEBPZ	-0.00896	-0.00062	-0.00538
CECR1	-0.00513	0.03858	-0.0357
CELF1	-0.01516	-0.00689	-0.00565
CELF2	-0.00243	0.0041	-0.00007
CENPC1	-0.00856	0.00287	0.00707
CENPF	-0.01828	0.02831	0.02036
CENPT	0.00555	-0.0053	-0.00056
CEP44	-0.01425	-0.00835	-0.01246
CEP57	-0.01744	0.00299	0.00192
CEP63	-0.0148	0.00229	-0.00574
CEP68	-0.01384	-0.00913	-0.00235
CEP70	0.00919	-0.00144	0.01092
CEP89	-0.00353	-0.00613	-0.00129
CEP95	-0.01568	-0.00781	-0.00871
CEP97	-0.00935	-0.00507	-0.0006
CEP135	-0.00307	0.00233	-0.00349
CEP170	-0.01556	0.00165	0.00677
CEP192	-0.00576	0.00462	0.00518
CEP250	0.00722	-0.01368	0.00604
CEP290	-0.01419	-0.01	-0.01371
CEP350	-0.01422	-0.01687	0.00302
CEPT1	0.00776	-0.01725	-0.00671
CERS2	0.02078	0.02849	-0.01521
CERS5	-0.00206	0.0051	-0.00096
CES2	0.0071	-0.0045	-0.00194
CETN2	0.00088	-0.01532	0.00432
CFDP1	-0.00971	-0.00419	-0.00086
CFHR4	0.02618	0.01479	-0.00509
CFI	0.05051	0.01059	-0.05049
CFL1	0.00694	0.00011	0.01493
CFL2	0.00782	0.01643	-0.0078
CFLAR	0.00083	-0.01684	-0.01165
CGGBP1	0.00302	0.00385	0.00665
CGRRF1	0.0069	0.00179	0.00444
CHCHD2	-0.00373	0.00299	0.00767
CHCHD3	-0.00263	0.00737	0.00593
CHCHD5	-0.00577	-0.00537	-0.00176
CHCHD7	0.01978	-0.0188	-0.00236
CHCHD8	-0.00164	-0.00204	0.00499
CHD1	-0.01313	0.00986	-0.0058
CHD1L	-0.00205	-0.01069	-0.01554
CHD2	-0.00828	-0.00691	-0.00473
CHD4	-0.00022	0.00442	0.00163
CHD6	-0.01118	-0.01845	-0.00282
CHD7	-0.03083	-0.00619	0.00218
CHD8	-0.00387	0.00342	0.00157
CHD9	-0.0102	0.01357	0.00136
CHI3L1	0.10951	-0.01423	-0.08845
CHI3L2	0.07454	-0.0512	0.02232
CHID1	0.00764	0.00752	0.00395
CHL1	-0.00079	-0.02234	0.02262
CHM	0.00374	0.00528	-0.01299
CHMP1B	0.0093	0.00063	-0.00694
CHMP2A	0.00574	0.00179	0.00489
CHMP2B	0.01426	-0.01807	-0.00001
CHMP4A	0.00504	0.01096	0.00634
CHMP5	0.00777	-0.01801	0.0097
CHMP7	0.00396	0.00305	-0.00565
CHN1	-0.00377	-0.0025	-0.01356
CHORDC1	-0.00665	-0.00324	-0.02357
CHRNB1	0.01103	-0.01124	-0.006
CHTOP	-0.01502	-0.0113	-0.00099
CHURC1	0.01018	0.00145	-0.00303
CIAO1	0.0021	0.00891	-0.00481
CIAPIN1	-0.0017	0.01482	0.01379
CIB1	0.00337	-0.00052	-0.00978
CIDECP	-0.007	0.00236	0.00349
CINP	0.01359	-0.00174	0.00852
CIR1	-0.02167	-0.01051	0.00153
CIRBP	-0.00174	-0.00137	0.00445
CIRH1A	-0.00151	0.00682	0.00065
CISD1	-0.003	-0.00744	0.00496
CISD2	-0.01213	-0.00152	0.00304
CITED1	0.0153	0.03687	-0.02528
CKAP2	-0.01291	0.02558	0.0442
CKAP5	0.00293	0.02069	0.00445
CKB	-0.02051	-0.00471	0.00036
CKLF-CMTM1	-0.01093	-0.0082	0.00151
CKS1B	-0.00446	0.01969	-0.00421
CKS2	-0.00158	0.00894	0.02074
CLASP1	-0.02176	-0.00102	-0.00811
CLASP2	-0.01362	-0.01142	0.0064
CLCC1	0.00334	0.01211	0.00169
CLCN3	0.01051	-0.00044	-0.00543
CLDN10	-0.00164	0.02986	0.02264
CLDN11	-0.02114	-0.03259	-0.01845
CLDN12	-0.00075	0.01682	-0.04082
CLDND1	0.01194	-0.00198	-0.01193
CLEC16A	0.00216	0.002	0.00023
CLIC1	0.00607	0.01029	-0.01229
CLIC4	0.03229	0.01287	-0.0334
CLINT1	-0.00393	0.00207	-0.00502
CLIP1	0.01372	-0.01677	0.00023
CLIP3	-0.00327	-0.02763	0.00115
CLK1	-0.00627	0.00411	-0.00336
CLK3	-0.00079	0.0102	-0.01397
CLK4	-0.00049	0.00614	-0.00969
CLN3	-0.00087	-0.01156	-0.01394
CLN8	0.00056	-0.01253	-0.01423
CLNS1A	0.00041	-0.00407	0.00357
CLPP	-0.0041	0.00983	-0.01071
CLPX	0.00132	-0.00391	-0.00874
CLSPN	-0.02332	0.02201	0.00351
CLTC	0.00779	0.01507	-0.00315
CLU	0.05031	0.00703	-0.02658
CLVS1	-0.016	0.01368	0.00212
CMC1	-0.00958	-0.003	0.00483
CMC2	-0.00916	-0.0028	0.00607
CMPK1	0.00569	0.00622	0.00413
CMTM6	0.00215	0.00691	0.00532
CMYA5	0.01058	0.00644	-0.02989
CNBP	-0.00403	0.01355	0.00129
CNDP2	0.01679	0.00838	0.0128
CNEP1R1	0.00403	-0.00886	-0.03179
CNGA3	0.00244	0.00934	-0.00471
CNIH	-0.00118	0.01644	-0.00486
CNIH3	0.0073	0.027	-0.03367
CNN3	0.0126	0.00141	0.00481
CNOT2	-0.00342	0.01273	-0.01559
CNOT4	-0.00721	-0.00502	-0.00297
CNOT6	-0.00638	-0.00237	-0.00758
CNOT6L	-0.00945	0.00223	-0.00192
CNOT7	-0.00642	-0.00105	-0.008
CNOT8	-0.01056	0.01675	0.00614
CNP	0.00305	0.00395	0.0115
CNPPD1	0.00831	0.00047	0.00076
CNPY2	-0.0059	0.00512	-0.00037
CNPY3	0.00553	0.00307	-0.00713
CNPY4	0.02212	0.01565	-0.01024
CNR1	0.00479	0.03207	-0.04315
CNRIP1	-0.01506	-0.02256	0.01094
CNST	-0.003	0.00452	-0.00633
CNTRL	-0.01907	-0.00615	-0.00162
COA5	0.00785	0.00369	0.00483
COG2	0.00462	0.01042	-0.00271
COG3	-0.00973	-0.00805	-0.00671
COG4	0.01008	0.02168	0.01116
COG5	0.00611	-0.01413	0.00176
COG6	-0.01183	0.01077	0.00991
COG7	-0.00195	-0.01242	-0.01255
COIL	-0.00848	-0.00076	-0.00967
COL1A2	0.01924	0.0451	-0.05013
COL4A5	0.03862	-0.0083	0.02456
COL5A2	0.0074	0.01305	-0.00551
COMMD1	-0.0058	-0.00447	-0.00014
COMMD2	0.0051	0.00918	0.00753
COMMD4	-0.00085	0.02364	0.01159
COMMD5	0.002	0.00756	0.0033
COMMD6	-0.0106	-0.00621	0.01081
COMMD8	0.0035	0.0011	0.01767
COMMD9	0.01075	0.00627	0.00391
COMMD10	-0.00258	0.008	0.01637
COMT	0.0078	-0.00274	-0.00384
COPA	0.00122	0.01268	-0.01056
COPB1	0.00887	0.01047	-0.0157
COPB2	0.00509	0.00855	0.00464
COPE	-0.00142	-0.00425	0.00243
COPG1	-0.00018	0.01685	0.01281
COPS2	-0.00022	0.00409	-0.01702
COPS3	-0.00341	0.01238	0.01421
COPS4	0.00509	0.00689	0.0146
COPS5	-0.00383	0.00057	0.00649
COPS6	0.00202	0.01123	0.00487
COPS7A	0.00636	0.00368	-0.00506
COPS7B	-0.00817	-0.01988	-0.00453
COPS8	0.00409	0.00368	0.00576
COQ4	-0.01338	-0.00084	-0.00762
COQ5	0.01445	0.01834	-0.00989
COQ6	0.00964	0.01224	0.01726
COQ7	-0.00851	-0.01119	-0.00789
COQ9	-0.00227	0.02181	-0.00185
COQ10B	0.00415	-0.00231	-0.00445
CORO2B	-0.01964	0.02671	-0.01731
COX4I1	0.00288	0.00392	0.01109
COX5B	-0.00373	-0.00307	0.00566
COX6B1	-0.00259	-0.00088	0.00868
COX6C	0.00061	0.00374	0.00744
COX7A2	-0.00585	0.0012	0.00602
COX7A2L	-0.01497	0.0045	-0.00897
COX7B	-0.00812	-0.00286	0.00775
COX7C	-0.00146	0.00169	0.01163
COX8A	-0.00133	0.00545	0.01242
COX11	-0.00109	-0.01528	-0.00413
COX15	0.00714	0.00536	-0.0043
COX16	-0.0043	-0.00354	0.00581
COX18	-0.01101	-0.01118	-0.00828
COX20	0.00204	0.00901	-0.00107
CP	0.01164	-0.02976	-0.01563
CPE	-0.003	-0.02182	0.00326
CPEB4	-0.0104	-0.0196	0.01012
CPNE1	-0.00894	-0.00935	0.00365
CPNE3	-0.00097	-0.00067	-0.0044
CPNE4	-0.01194	0.04271	0.01873
CPNE8	-0.00216	0.06722	-0.04914
CPPED1	-0.02411	0.00001	-0.02187
CPQ	0.02749	-0.00401	-0.00679
CPSF2	-0.00414	0.00724	0.00527
CPSF3L	0.00313	-0.00733	-0.00756
CPSF4	0.01537	-0.00855	0.0185
CPSF6	-0.01321	0.01056	0.00122
CPSF7	-0.01598	-0.00206	-0.00027
CPT1C	-0.01413	0.0084	0.00702
CPVL	0.00831	0.0402	-0.02077
CRB1	0.00177	-0.0302	0.00635
CRBN	0.00204	-0.00453	-0.00797
CRCP	-0.00341	0.00142	0.00371
CREB1	-0.00834	-0.00408	0.00499
CREB3	0.02497	-0.01019	0.02665
CREB3L2	-0.01359	-0.01607	-0.01794
CREB5	-0.02623	0.00741	0.00486
CREBBP	-0.01576	-0.0093	0.00236
CREBRF	-0.0173	-0.02872	-0.02443
CREBZF	-0.01971	-0.02259	-0.00878
CRELD1	0.00237	0.00887	-0.01067
CRIPT	-0.00776	-0.01618	0.01169
CRISPLD1	0.03125	0.00256	0.04286
CRISPLD2	-0.02986	-0.00271	0.02425
CRK	-0.0031	0.00265	0.00064
CRKL	0.01107	-0.02889	0.00902
CRLF3	-0.0047	0.00037	-0.01535
CRMP1	-0.00008	-0.0104	0.0184
CRNKL1	0.00803	-0.00898	-0.00604
CROT	0.01157	0.00094	-0.011
CRTAP	-0.00354	-0.00784	0.00464
CRYAB	0.02081	-0.03196	-0.01741
CRYBB2P1	-0.01135	-0.0078	-0.0068
CRYL1	0.00505	0.00908	-0.00904
CRYZ	0.01525	0.02744	-0.02513
CRYZL1	0.00635	-0.01215	-0.0109
CS	0.00139	0.0175	0.00247
CSAD	-0.00662	-0.01995	-0.00768
CSDE1	0.00345	0.01422	-0.00614
CSGALNACT1	-0.00597	-0.03587	0.01034
CSNK1E	-0.01056	-0.01563	-0.00109
CSNK1G1	-0.02357	0.00056	-0.00879
CSNK2A1	-0.00059	-0.01278	0.01689
CSPP1	-0.00845	-0.02275	0.0041
CSRNP3	-0.01264	-0.0155	0.02622
CSRP1	0.04571	-0.00628	0.0162
CSRP2	0.02633	0.03305	-0.01913
CSRP2BP	0.0034	0.0047	0.00296
CST3	-0.01211	-0.00882	0.01511
CSTF1	0.00452	0.00492	0.00869
CSTF2	0.01448	0.02987	0.00051
CSTF3	-0.01018	0.01457	-0.00452
CTAGE5	-0.00268	0.00498	-0.00208
CTCF	-0.00035	0.00449	0.00663
CTCFL	-0.01196	0.00049	0.00855
CTDSP2	-0.00147	-0.00812	-0.00448
CTDSPL2	-0.01838	0.0231	-0.00494
CTNNA1	0.01609	0.00466	-0.00393
CTNNA2	0.02652	-0.00836	0.0061
CTNNB1	-0.00345	-0.00458	0.00421
CTNNBL1	0.00182	0.00605	-0.00033
CTNND2	-0.00211	-0.03055	0.02519
CTPS1	0.00112	0.03376	0.00654
CTPS2	0.00409	-0.00251	0.00528
CTR9	0.00445	0.01648	-0.00475
CTSA	0.03595	0.02197	0.00565
CTSB	0.01859	0.02846	-0.02756
CTSC	0.00227	0.01073	-0.04103
CTSD	0.00357	-0.01443	-0.01634
CTSK	0.0131	0.00494	-0.02353
CTSL1	0.02813	0.01499	-0.02239
CTTN	0.01315	-0.01589	-0.00076
CTTNBP2	-0.02879	-0.02231	0.01951
CTTNBP2NL	0.01721	-0.0068	-0.01222
CUEDC2	0.00425	0.0127	0.00302
CUL1	-0.00126	0.01846	0.00172
CUL2	0.00514	0.02312	-0.00343
CUL4B	0.00972	0.02016	-0.01085
CUL5	-0.01266	-0.00391	-0.00589
CUL9	-0.01323	-0.01067	-0.00199
CUTA	-0.00301	0.00157	0.00445
CUX1	-0.00741	-0.00619	0.00758
CWC15	-0.00654	0.00032	0.00473
CWC22	-0.00144	0.00962	-0.00408
CWC25	-0.00353	-0.00945	-0.01653
CWC27	-0.00949	-0.00378	0.00324
CXADR	-0.01234	0.02489	-0.02695
CXCL14	0.01618	0.01451	-0.04364
CXCR7	0.04096	-0.01707	0.00834
CXORF26	0.01153	0.00231	-0.00227
CXORF40B	-0.00372	0.00262	-0.00611
CXORF56	-0.00381	0.009	-0.00732
CXXC1	-0.00285	0.00257	-0.00317
CYB5A	0.01927	-0.00149	0.02308
CYB5B	0.00514	0.01202	-0.00066
CYB5D1	0.01927	-0.00712	-0.00531
CYB5D2	0.00568	0.00337	0.007
CYB5R1	0.03339	0.00987	-0.0057
CYB5R3	-0.00588	-0.01173	-0.00982
CYB561D2	0.01516	0.00445	0.0113
CYBRD1	0.02135	-0.01542	-0.00137
CYCS	0.00009	0.0094	0.0136
CYFIP1	-0.00773	0.01094	-0.00872
CYFIP2	0.01136	0.01438	0.00586
CYLD	0.00316	-0.01183	-0.01033
CYP20A1	-0.00355	-0.00947	-0.01094
CYR61	0.0375	-0.02518	-0.01296
CYSTM1	0.02227	-0.01085	-0.01726
CYTH2	-0.00521	-0.00244	-0.00515
DAAM1	0.01187	-0.03009	0.00308
DAD1	0.00348	-0.00206	0.00554
DAG1	-0.00777	-0.01474	-0.0006
DAGLB	-0.0187	0.00281	-0.00631
DANCR	0.01085	-0.00775	0.01609
DAP3	0.00835	-0.00405	0.00697
DARS	0.00519	-0.00102	-0.00027
DARS2	0.01686	-0.00327	-0.00609
DAZAP2	0.00653	-0.00058	-0.00299
DBF4	-0.01065	0.00976	-0.00064
DBI	-0.00801	0.00541	0.02992
DBNDD2	-0.00293	-0.00938	0.00611
DBNL	0.015	0.01237	0.01991
DBR1	-0.00095	-0.01436	-0.00446
DBT	-0.01174	-0.02181	-0.01578
DCAF5	0.00899	-0.00264	0.00892
DCAF10	-0.00829	-0.00859	0.00286
DCAF11	0.00272	0.01307	-0.00509
DCAF12	0.00352	0.01307	0.01318
DCAF13	-0.00155	0.00781	0.00336
DCAF16	-0.0049	0.00354	-0.01582
DCAKD	-0.00405	0.00083	0.00678
DCBLD2	0.00239	-0.00747	-0.01236
DCLRE1B	0.00039	0.01092	-0.00311
DCLRE1C	0.00062	-0.00383	0.01733
DCP1A	-0.00823	-0.00237	0.00056
DCP1B	0.00384	0.0004	-0.00341
DCP2	-0.01789	0.00442	-0.01371
DCTD	0.00566	0.0224	-0.00182
DCTN1	0.0055	-0.0038	-0.01383
DCTN3	0.00723	-0.00904	0.02873
DCTN4	-0.00147	0.01009	-0.00295
DCTN5	0.00968	-0.00005	-0.01727
DCTN6	0.00881	-0.00319	0.00279
DCTPP1	-0.00635	0.00753	0.02549
DCUN1D1	-0.00461	0.00025	-0.00314
DCUN1D4	-0.0093	-0.00061	-0.01199
DCUN1D5	-0.02608	-0.0148	-0.00973
DCX	-0.03164	-0.017	0.02474
DDAH1	0.00399	0.00921	0.01974
