	PC 1	PC 2	PC 3
MRPL11	-0.01144	0.00771	-0.01976
MRPL13	-0.00162	-0.00323	-0.00429
MRPL14	-0.00557	-0.00168	0.00678
MRPL15	0.00144	0.01145	0.00697
MRPL16	0.00034	0.00545	-0.00585
MRPL17	0.00466	0.02446	-0.00949
MRPL18	0.00407	-0.00146	0.01861
MRPL19	-0.00404	-0.00838	-0.0056
MRPL20	-0.0008	-0.00043	-0.00265
MRPL21	-0.00747	-0.00916	-0.00177
MRPL22	-0.01259	-0.00988	-0.00654
MRPL24	0.00648	-0.00368	0.00424
MRPL27	0.00195	-0.00419	0.00545
MRPL28	0.01062	-0.00703	-0.01441
MRPL30	-0.01247	-0.00448	0.00558
MRPL32	-0.01168	0.00318	0.00429
MRPL33	-0.00925	0.00052	-0.00028
MRPL34	-0.00406	-0.00001	-0.01027
MRPL35	0.01006	0.01874	-0.01616
MRPL36	-0.00526	-0.00636	-0.004
MRPL37	-0.00212	0.00949	-0.02005
MRPL38	-0.00301	0.0097	-0.01291
MRPL39	-0.00756	0.00517	0.0046
MRPL40	0.00504	-0.00182	0.00583
MRPL42	-0.00608	0.00616	-0.01025
MRPL43	0.00074	0.00187	-0.01144
MRPL44	-0.00566	0.00856	-0.00149
MRPL45	0.01086	0.01641	-0.00768
MRPL46	-0.0068	0.01082	-0.00372
MRPL47	-0.00233	-0.00002	-0.02274
MRPL48	-0.00341	0.00288	-0.00321
MRPL49	0.01615	0.01608	-0.00335
MRPL50	-0.00323	0.00316	0.00518
MRPL51	0.00294	-0.00195	-0.00374
MRPL52	-0.00887	-0.00098	-0.00728
MRPL54	-0.00197	0.00532	0.00072
MRPL55	-0.00016	-0.01884	0.00026
MRPS5	-0.00978	0.00068	0.00282
MRPS6	-0.00311	0.02419	-0.00589
MRPS7	0.00158	-0.00538	-0.01087
MRPS9	0.004	0.01708	-0.02084
MRPS10	-0.00187	-0.00146	0.00668
MRPS11	-0.0125	0.01028	-0.00011
MRPS12	0.00488	-0.02411	-0.00674
MRPS14	0.00742	0.00368	-0.00903
MRPS15	-0.00046	0.00383	-0.0167
MRPS16	-0.00416	0.00631	-0.01719
MRPS18A	0.00815	-0.00909	0.00303
MRPS18B	-0.0104	0.00148	-0.00132
MRPS18C	-0.00965	-0.00625	-0.00458
MRPS21	-0.00775	0.0012	-0.00454
MRPS22	0.00861	0.01861	-0.01359
MRPS23	0.0059	0.0066	-0.00597
MRPS24	-0.00091	0.00209	-0.00864
MRPS25	-0.01272	-0.00267	0.0042
MRPS27	-0.00596	0.00657	-0.01538
MRPS28	-0.00401	-0.00012	-0.00906
MRPS33	-0.00588	-0.01079	-0.0037
MRPS35	-0.00073	0.01607	-0.01569
MRPS36	-0.01566	-0.00535	-0.00349
MRRF	-0.00443	0.0227	0.01515
MRS2	0.01307	0.02014	-0.01062
MRTO4	-0.0097	0.0019	-0.00066
MSANTD4	-0.00952	0.03957	-0.02079
MSH2	-0.0174	0.02342	-0.01675
MSH6	-0.01146	-0.0205	0.00584
MSMO1	0.00708	0.00687	-0.0034
MSN	-0.01938	0.04769	0.01895
MSRB1	0.02813	0.0043	-0.01713
MT1E	-0.02195	0.00181	0.02786
MT1F	0.00638	-0.01032	0.01334
MT1M	-0.01593	-0.01058	0.00814
MT1X	-0.00597	0.00562	0.05057
MT3	-0.02403	0.01654	0.00682
MTA3	0.0047	0.00151	-0.0021
MTCH2	0.00242	0.00644	-0.01525
MTDH	-0.00063	-0.0013	0.00792
MTERFD1	0.00222	0.01918	-0.00053
MTERFD3	0.01621	0.00032	0.01008
MTF1	-0.00404	-0.01127	0.02323
MTF2	-0.01639	-0.00675	-0.00182
MTG1	0.0014	0.00834	-0.00674
MTHFD1	0.01516	0.03266	-0.01278
MTHFD2	-0.01633	0.00498	-0.00274
MTHFD2L	-0.01575	0.00707	0.00665
MTIF2	-0.00378	0.00383	0.00512
MTIF3	-0.00989	0.00162	-0.00405
MTM1	0.02159	0.00754	-0.01466
MTMR2	0.00755	0.02363	0.00805
MTMR4	-0.00568	0.00238	0.01941
MTMR6	-0.00638	0.02339	0.00918
MTMR10	-0.00411	0.01765	-0.00047
MTMR11	0.02996	-0.0088	0.01216
MTO1	0.0052	0.00091	0.02409
MTOR	-0.00588	0.00595	0.00496
MTPAP	0.00308	0.01126	-0.00414
MTRNR2L8	-0.00284	-0.00156	0.0024
MTRR	0.01365	0.01875	0.01298
MTUS1	0.00496	-0.0125	-0.01343
MTX1	0.01351	0.01637	-0.01353
MTX2	0.00071	0.00115	0.00138
MUL1	0.0271	0.01867	-0.01188
MUM1	-0.01565	-0.00531	0.01752
MUT	0.00873	0.02241	0.01894
MUTED	-0.00387	0.00704	0.01265
MVP	0.02481	0.01512	0.02198
MX1	0.01816	-0.0233	-0.00876
MYADM	0.02365	-0.03025	0.02277
MYC	0.03582	-0.00649	-0.00471
MYCBP	0.00495	0.01123	0.00707
MYCBP2	-0.02137	-0.01088	-0.00085
MYD88	0.02894	0.01713	-0.0056
MYEF2	-0.03293	0.00234	0.00875
MYEOV2	0.00092	-0.01164	-0.00371
MYH9	0.02616	-0.00395	0.02169
MYH10	-0.00019	0.01134	-0.02157
MYH11	-0.01713	-0.0146	0.00666
MYL6B	-0.00513	-0.00296	0.00276
MYL12A	0.0151	0.00536	0.00908
MYL12B	0.00096	0.00436	-0.00118
MYNN	-0.00155	0.001	-0.00761
MYO6	0.00324	0.00764	-0.00782
MYO9A	-0.021	-0.00282	0.01921
MYO10	-0.01046	-0.01179	-0.02192
MYSM1	-0.02115	-0.00075	0.02336
MZT1	-0.01652	0.0112	0.00033
N4BP2	-0.0299	0.01147	0.01609
N4BP2L2	-0.01902	0.00925	0.00694
NAA15	-0.00416	-0.01221	-0.00084
NAA20	-0.00129	-0.00929	0.0038
NAA25	-0.00372	0.0068	0.01008
NAA38	-0.01453	-0.00481	-0.00414
NAA40	-0.00331	0.01342	0.00411
NAA50	0.01117	0.01111	0.00818
NADKD1	-0.01401	-0.00383	-0.0062
NADSYN1	0.01828	0.01132	0.00598
NAE1	-0.00587	-0.00532	-0.00913
NAGA	0.01726	0.01292	0.00302
NAGK	0.01363	-0.00384	-0.00526
NAIP	-0.01834	-0.01166	0.01763
NAMPT	0.05917	0.00211	0.06791
NANS	0.01574	-0.00146	0.00638
NAP1L1	-0.00411	-0.00114	-0.00426
NAP1L4	-0.00489	0.01022	-0.02191
NAPA	-0.00279	-0.01342	-0.00537
NAPB	-0.0024	0.00697	0.00434
NAPEPLD	-0.00954	0.02011	0.01719
NAPG	0.00759	0.00231	0.00821
NARF	-0.00487	-0.00027	0.00388
NARG2	-0.01685	0.0062	0.00824
NARS	0.00831	0.01548	0.00219
NARS2	-0.00001	0.00359	0.00071
NAT9	0.01067	0.0106	0.01334
NAT10	0.01016	0.02435	0.00245
NAV1	-0.00293	-0.01861	-0.01117
NAV2	-0.00679	-0.01744	0.01113
NBAS	-0.0026	-0.00472	-0.00178
NBEAL1	-0.00785	-0.01037	0.01801
NBN	0.01148	0.01429	0.00396
NBPF10	-0.00101	0.00018	0.0048
NBPF14	-0.0041	-0.00682	0.00083
NBR1	0.00391	0.0182	0.01103
NCALD	-0.02299	-0.04989	-0.03983
NCAM1	-0.00048	-0.01044	-0.013
NCAN	0.02547	-0.02409	-0.04691
NCBP1	-0.01078	0.00679	0.00037
NCBP2	0.00643	0.0062	-0.00779
NCEH1	0.01551	0.02182	0.01295
NCK1	-0.00049	0.00569	-0.00403
NCOA1	-0.00737	-0.01343	-0.00852
NCOA3	-0.0144	-0.02021	0.00139
NCOA4	0.018	0.01919	-0.01121
NCOA7	0.00437	-0.01685	0.02494
NCOR1	-0.00777	-0.00387	0.0035
NCSTN	0.0141	0.02907	0.00292
NDEL1	0.00149	0.00651	0.0039
NDFIP1	-0.01067	-0.01077	0.00607
NDFIP2	-0.00345	0.01612	-0.01539
NDP	0.03916	0.02035	-0.00572
NDRG2	0.00698	-0.02656	-0.04399
NDRG3	0.00045	-0.01776	0.00063
NDRG4	-0.01301	0.0195	0.00534
NDUFA1	-0.00268	-0.00317	-0.00388
NDUFA2	-0.00619	-0.00034	-0.00631
NDUFA3	-0.00512	-0.02131	-0.0161
NDUFA5	-0.00645	-0.00198	0.00591
NDUFA6	0.00163	-0.00842	-0.00296
NDUFA7	-0.00541	-0.00001	-0.00158
NDUFA8	-0.00555	-0.00583	-0.00806
NDUFA9	0.00008	0.00281	-0.00434
NDUFA10	-0.00266	0.00684	-0.0092
NDUFA11	0.00148	-0.00885	-0.00806
NDUFAB1	-0.02048	-0.00023	0.00053
NDUFAF1	-0.01911	0.01745	-0.00017
NDUFAF3	-0.00201	-0.00311	0.0031
NDUFAF4	-0.00235	-0.00029	0.01714
NDUFB1	-0.00527	-0.01437	-0.00913
NDUFB3	-0.00632	-0.00516	-0.01174
NDUFB4	-0.00302	-0.0017	-0.00213
NDUFB5	-0.00463	-0.00255	-0.00613
NDUFB6	-0.0043	-0.01609	-0.01261
NDUFB7	-0.00671	-0.00476	-0.00201
NDUFB8	-0.00129	0.0012	-0.0072
NDUFB9	-0.00836	0.00247	-0.00539
NDUFB10	-0.01274	0.00243	-0.00582
NDUFB11	-0.00691	-0.0047	-0.01004
NDUFC1	0.00032	-0.00441	-0.00345
NDUFS1	0.01005	0.0042	0.00283
NDUFS2	0.00204	0.00377	0.00181
NDUFS3	-0.0106	0.0182	-0.00954
NDUFS4	-0.01001	0.00146	-0.00365
NDUFS6	-0.00572	-0.00142	-0.00483
NDUFS7	-0.00723	-0.0046	-0.00716
NDUFS8	-0.00298	-0.00162	-0.00499
NDUFV1	0.00726	-0.00487	-0.01193
NDUFV2	-0.00261	0.00406	0.00264
NDUFV3	0.00141	-0.0028	-0.00034
NEAT1	0.00821	0.00304	0.01533
NECAB1	0.01243	0.01145	0.01011
NECAP1	0.00295	0.01118	0.01174
NECAP2	0.02093	-0.00162	0.00176
NEDD1	0.00754	0.01973	0.0059
NEDD4L	0.00205	-0.01617	0.014
NEDD9	0.03014	0.02917	0.02198
NEIL2	0.01199	0.00779	-0.0029
NEK1	-0.00629	-0.0141	-0.00111
NEK6	0.01623	0.0376	0.01651
NEMF	-0.00664	0.0053	-0.0022
NES	-0.02367	-0.00615	-0.00084
NETO2	-0.01403	0.0159	-0.00907
NF1	-0.0156	-0.01592	0.01648
NF2	0.01461	0.01231	-0.00582
NFE2L2	0.00467	0.00275	0.00567
NFIA	0.00603	-0.01374	-0.02243
NFIB	-0.01241	-0.01029	-0.01158
NFIC	-0.00365	0.01343	0.00885
NFIX	-0.01487	-0.0185	0.00211
NFKBIA	0.04835	-0.02394	-0.00119
NFKBIZ	0.03132	-0.01442	0.01258
NFRKB	0.00519	-0.00016	0.00457
NFS1	0.00484	-0.00141	0.01723
NFU1	0.00545	0.00218	0.00545
NFX1	-0.00584	-0.01198	0.02014
NFYB	-0.01316	0.01952	0.0084
NFYC	-0.00566	0.01684	-0.02357
NGDN	-0.00663	-0.00041	0.00111
NGFRAP1	0.00139	0.00627	-0.01588
NGLY1	-0.00933	-0.00317	0.01428
NGRN	-0.01515	0.01162	0.00609
NHP2	-0.00315	0.00504	-0.00742
NHP2L1	-0.00767	-0.00548	0.01202
NHSL1	-0.00426	-0.02448	-0.01223
NICN1	-0.00026	-0.00421	-0.00253
NIF3L1	0.01042	-0.00068	-0.00385
NIN	-0.02301	-0.00815	-0.00603
NIP7	-0.00179	0.00182	0.00281
NIPAL3	0.00111	0.00573	0.01118
NIPBL	-0.01532	-0.00468	0.00081
NIPSNAP1	-0.00376	0.02036	-0.02677
NIPSNAP3A	0.02618	-0.02019	0.01837
NIT1	0.01767	0.01296	-0.00679
NIT2	0.00772	0.00203	-0.00032
NKAIN4	-0.01881	-0.03054	-0.03715
NKAP	-0.00921	0.00096	0.00942
NKIRAS1	-0.00125	-0.00689	0.00045
NKIRAS2	-0.00479	0.00073	-0.00505
NKTR	-0.00444	0.00118	0.00963
NLGN1	0.00187	-0.00299	-0.011
NLGN3	-0.02109	0.00849	-0.0571
NLGN4X	0.00212	0.00769	-0.00618
NLGN4Y	-0.009	-0.01109	-0.03931
NLN	-0.0061	-0.00938	0.01367
NMD3	0.00441	-0.00374	0.01165
NME6	0.00288	-0.00324	0.00901
NMNAT1	-0.00111	-0.00548	0.01507
NMRAL1	0.01569	-0.00468	-0.01414
NMT1	0.00926	-0.00602	-0.01056
NNMT	0.04717	-0.03146	0.01203
NNT	0.00264	0.02294	-0.03378
NOC2L	-0.03027	-0.00138	0.0122
NOC3L	0.006	0.00265	-0.00099
NOL8	-0.00523	-0.01504	0.0106
NOL9	-0.00009	0.00232	0.00701
NOL11	0.00342	0.02168	-0.00364
NOL12	-0.01398	0.0082	0.00669
NOLC1	0.01258	0.01011	0.0032
NOMO1	-0.00806	-0.0019	0.00172
NOP2	0.01292	0.00992	0.00129
NOP10	-0.01193	0.00059	-0.00233
NOP56	-0.00458	0.0047	-0.01311
NOP58	-0.01234	0.00968	-0.0002
NOTCH2NL	-0.01503	-0.00405	0.00795
NOVA1	-0.01993	0.00122	-0.01504
NPAT	-0.01555	0.01003	0.00506
NPEPPS	0.00465	-0.00005	0.00769
NPNT	0.01285	-0.00381	-0.01315
NPPA-AS1	-0.00302	-0.00785	0.01559
NPRL2	0.01258	-0.00378	0.00179
NPTN	-0.01898	0.00311	0.00542
NQO1	0.02399	-0.01087	0.0099
NQO2	0.01869	0.01136	-0.00582
NR2C1	-0.01338	0.00444	0.00634
NR2C2AP	0.01215	0.01163	-0.01522
NR3C1	-0.00203	-0.01125	0.00844
NRAS	0.00142	0.00203	-0.00538
NRBF2	0.02576	0.01115	-0.00298
NRBP1	0.01477	0.01835	0.00188
NREP	-0.0114	0.00998	-0.00994
NRN1	-0.00374	-0.0023	0.03563
NRP1	0.00608	0.03772	0.04664
NRP2	0.03632	0.00746	0.01649
NRSN2	0.0112	-0.00457	-0.01449
NRXN1	-0.03759	-0.04139	-0.01784
NSD1	-0.01149	0.00581	-0.00499
NSDHL	0.01858	0.01088	-0.01185
NSF	-0.00108	0.01034	-0.00151
NSFL1C	-0.00381	-0.00959	-0.006
NSL1	-0.00083	0.00369	-0.01343
NSMCE1	0.01004	-0.00153	-0.01421
NSMCE2	0.00441	0.00636	0.00377
NSUN5	-0.00441	-0.00072	0.00712
NSUN5P2	-0.02529	-0.00691	0.00311
NT5C2	0.00461	0.01018	-0.00884
NT5DC3	0.02386	-0.01887	0.0043
NTM	0.01115	-0.02577	0.00564
NTPCR	-0.00847	0.00125	-0.01195
NTRK2	0.0072	-0.03623	0.02916
NUB1	-0.00792	-0.00845	0.01668
NUBP1	0.00862	0.00955	-0.01937
NUBP2	-0.00114	-0.00602	-0.01048
NUBPL	-0.00285	-0.00623	0.00865
NUCB1	0.0044	-0.01194	-0.00293
NUCB2	-0.00547	0.00384	0.00579
NUDCD1	-0.00025	0.01816	-0.00222
NUDCD2	-0.01048	-0.0028	-0.00118
NUDCD3	0.01469	0.01306	0.00304
NUDT4	0.00892	-0.03443	0.0023
NUDT5	0.00758	0.01307	-0.01487
NUDT9	-0.0076	0.00694	0.00658
NUDT16	0.01902	-0.00679	-0.00146
NUDT19	0.0061	-0.00801	-0.00741
NUDT21	-0.01297	0.01348	0.00298
NUFIP2	-0.00166	-0.00177	0.01152
NUMA1	-0.0072	-0.00224	0.03913
NUMB	0.00074	-0.001	-0.0019
NUP35	0.0053	0.00404	-0.01524
NUP37	0.00654	0.02644	-0.01483
NUP43	0.00223	-0.01169	0.00327
NUP54	0.00083	0.00781	-0.00454
NUP62	-0.01198	0.00281	-0.00005
NUP85	0.00431	0.0122	-0.00611
NUP88	0.00091	0.0092	0.00833
NUP93	0.00978	0.01245	-0.03012
NUP98	-0.01138	0.00943	0.01058
NUP107	-0.00941	-0.00092	-0.01276
NUP133	-0.00275	0.00895	-0.00184
NUP155	0.01174	0.02613	-0.01322
NUP160	-0.00742	0.00653	0.00744
NUP188	-0.00129	0.01859	0.01232
NUP205	0.00587	0.00397	-0.00937
NUP214	-0.0161	0.00711	-0.00448
NUPL1	-0.01893	0.02304	0.00336
NUPL2	-0.00947	0.00637	-0.00159
NUPR1	0.02945	-0.03628	0.03242
NUTF2	-0.00299	-0.00503	-0.00982
NVL	-0.00576	0.00823	0.00259
NXF1	0.01409	0.00077	0.01079
NXT2	0.01799	0.01016	-0.00573
OAS1	0.00956	0.0125	-0.00202
OAT	0.00397	0.00409	-0.00639
OAZ2	0.0051	0.01787	-0.00253
OBFC2B	-0.01352	0.00931	-0.00904
OCIAD1	0.0022	0.01487	-0.00205
OCIAD2	-0.03327	0.02268	0.01886
OCLN	-0.01335	-0.00309	0.00418
ODF2	0.00777	0.01778	-0.01961
ODZ1	-0.04148	0.01089	0.0011
OFD1	-0.01582	-0.011	0.0262
OGDH	0.00317	0.01324	0.01117
OGFOD1	0.01009	0.00822	-0.0067
OGG1	0.01341	0.01763	-0.00621
OGT	-0.01272	0.01174	0.00505
OIP5-AS1	-0.02106	0.00923	0.00735
OLA1	-0.00347	-0.00142	-0.00349
OLIG1	-0.03365	-0.01993	-0.03346
OPA1	-0.00703	0.01763	-0.00318
ORC3	0.00547	0.00016	0.00905
ORC5	0.00596	0.00193	-0.00713
ORC6	-0.0179	-0.01503	-0.00436
ORMDL1	-0.01664	0.00431	-0.00113
ORMDL2	0.0209	0.00649	-0.00216
OS9	-0.00003	0.00538	0.01326
OSBPL1A	-0.01215	-0.0146	-0.00588
OSBPL2	-0.004	-0.01573	0.00169
OSBPL3	-0.00205	0.01865	0.02172
OSBPL8	-0.00592	-0.00781	0.00289
OSBPL9	0.00961	0.00594	-0.01016
OSGEP	-0.0027	0.00506	-0.00074
OTUB1	0.00032	-0.00398	0.00229
OTUD4	-0.00369	-0.00331	0.01792
OTUD6B	0.00455	0.01768	-0.00024
OXA1L	0.0278	0.0117	-0.02569
OXCT1	-0.00003	0.02376	-0.03047
OXNAD1	0.00463	0.00498	-0.00159
OXR1	-0.00328	-0.00232	0.0163
OXSM	0.00221	0.00451	0.00283
P2RX7	0.0023	-0.03418	-0.00294
P4HA1	0.00589	-0.01874	0.02906
P4HB	-0.00876	0.0087	0.01281
PA2G4	-0.0053	0.01153	-0.00559
PABPC1	-0.0119	-0.00913	0.00858
PACS2	-0.00927	-0.0049	0.00252
PAF1	0.00849	0.00661	-0.01884
PAFAH1B1	-0.00954	0.01044	0.00633
PAFAH1B3	-0.00307	-0.02051	-0.03908
PAG1	-0.00921	-0.02356	0.01245
PAICS	-0.00203	0.01941	-0.00981
PAIP1	-0.01227	-0.01479	0.00577
PAIP2	-0.00624	-0.00023	-0.00477
PAK1IP1	-0.00427	-0.00095	-0.00725
PALLD	0.0211	-0.0381	-0.00361
PAM	0.02191	-0.00076	0.01836
PAMR1	0.04635	-0.01503	-0.00898
PAN2	-0.00168	0.00573	0.01083
PAN3	-0.00661	0.00849	0.01006
PAPD4	-0.00721	0.01116	0.00626
PAPOLA	-0.0092	0.00327	0.00026
PAPSS1	-0.00089	0.00736	-0.01783
PAQR7	0.0038	-0.00855	0.0096
PARD6B	-0.00812	-0.0231	0.00946
PARK7	0.00006	0.0038	-0.01692
PARL	-0.00543	-0.00644	-0.00663
PARN	0.01767	0.00811	0.01053
PARP1	0.00028	0.0069	-0.01383
PARP2	0.0068	0.02247	-0.03287
PARP3	0.01398	0.01292	0.0032
PARP4	-0.00513	0.03457	-0.00953
PARP9	0.01008	0.00233	0.00316
PARP11	0.0005	0.00583	-0.01025
PARP14	0.01013	-0.01442	-0.00261
PARVA	-0.02308	-0.00138	0.02069
PAX6	0.01697	-0.01184	-0.00822
PBRM1	-0.0127	-0.00147	0.00662
PCBD2	-0.00231	0.00133	-0.00888
PCBP1	-0.02207	-0.00888	0.00838
PCBP1-AS1	-0.00834	-0.01051	0.01028
PCBP2	-0.00862	0.00412	-0.0003
PCCB	0.00352	0.01221	-0.00607
PCDH9	0.01158	-0.00474	-0.01596
PCDH10	-0.01026	-0.01067	0.00528
PCDH17	-0.03401	-0.00858	-0.01824
PCDHA7	-0.00164	0.01128	0.00548
PCDHGA2	-0.00384	0.01411	-0.00979
PCF11	-0.02015	-0.00907	0.00871
PCGF3	-0.00806	-0.00235	0.03108
PCIF1	-0.00883	-0.01303	0.0021
PCM1	-0.00683	0.00816	-0.00455
PCMT1	0.01125	-0.02153	-0.00017
PCMTD1	-0.02503	-0.00847	0.01898
PCMTD2	-0.02895	-0.00467	-0.01493
PCNA	-0.00262	0.00527	-0.03094
PCNP	-0.00071	0.00161	0.00373
PCNT	-0.00098	0.01674	0.00042
PCNX	-0.0168	0.00411	0.00721
PCOLCE	-0.00379	0.04931	0.00743
PCSK1	0.02552	0.0235	0.04218
PCSK7	0.02701	0.00509	-0.01592
PCYOX1	0.01207	0.01093	0.00535
PDAP1	-0.00322	-0.00845	-0.00421
PDCD4	-0.00272	-0.00555	0.01114
PDCD5	-0.00412	0.00129	-0.00716
PDCD6	-0.01534	0.00511	0.00671
PDCD10	0.00384	0.00144	0.00212
PDCD11	-0.01402	0.00685	0.00912
PDCL	-0.00169	-0.00711	-0.00085
PDCL3	0.00614	0.00154	-0.00892
PDDC1	0.00283	-0.01045	-0.00047
PDE4B	-0.01136	0.00015	-0.03138
PDE4D	-0.00773	-0.00152	0.01925
PDE4DIP	0.00323	-0.0078	-0.00268
PDE6D	0.00339	-0.00241	-0.01323
PDE8B	-0.00439	-0.00071	0.02748
PDE12	-0.00425	0.01323	0.01235
PDGFA	-0.00759	0.00002	-0.01592
PDGFC	-0.02092	0.01831	0.01641
PDHA1	-0.0007	0.01097	-0.01385
PDHB	0.01231	0.0094	-0.01474
PDHX	0.01017	0.0105	-0.00769
PDIA4	-0.00047	0.03171	0.00222
PDIA6	-0.00003	0.02765	0.00222
PDIK1L	0.00112	0.00834	-0.00681
PDK1	-0.00879	-0.01423	0.03439
PDK2	0.00911	0.0072	-0.00151
PDLIM2	0.00622	-0.01756	-0.00188
PDLIM3	0.02593	-0.01105	-0.00135
PDP1	0.02042	0.01156	0.01066
PDP2	0.00002	-0.00771	0.01322
PDPN	0.03705	0.02404	0.0344
PDRG1	0.02148	-0.02398	-0.01986
PDS5A	-0.01286	0.00136	0.01388
PDS5B	-0.02139	0.01904	0.01347
PDXDC1	0.0015	0.00689	0.00112
PDXDC2P	-0.01319	-0.00735	0.01691
PDZD2	-0.04061	-0.00584	-0.00577
PDZD11	0.00539	0.00004	-0.01656
PEA15	0.01516	-0.00398	-0.00719
PEF1	0.00942	0.00411	-0.00872
PEG10	-0.00436	0.01305	-0.00145
PELI1	-0.00284	-0.02438	0.01639
PELO	0.00474	0.01925	0.00211
PEMT	-0.00022	-0.01074	-0.02054
PEPD	-0.0004	-0.0031	-0.02246
PER2	-0.00398	-0.01815	0.01626
PET112	0.00585	0.01667	0.00001
PEX1	-0.01869	-0.0123	0.00647
PEX2	0.00388	-0.00131	0.00632
PEX3	0.01172	-0.00918	-0.01445
PEX11B	0.00227	0.02129	0.00451
PEX19	0.00487	0.01494	0.00184
PFDN1	-0.00415	0.00246	-0.01481
PFDN2	-0.01981	-0.00037	-0.00168
PFDN4	-0.02302	-0.01053	0.00352
PFKFB2	0.02933	-0.01953	-0.0018
PFKFB3	0.03194	-0.0127	0.01101
PFKM	0.02104	-0.00073	-0.01321
PFKP	-0.0107	0.00211	0.03047
PFN2	0.026	-0.03034	-0.01634
PGAM1	-0.0064	0.00297	-0.00054
PGAM2	0.05167	-0.03832	-0.00846
PGAP1	-0.02	0.00707	0.00262
PGAP3	0.00306	0.01315	0.01794
PGBD1	0.0038	-0.00468	0.00331
PGD	-0.00295	0.01876	-0.0285
PGGT1B	-0.00252	-0.00749	0.0074
PGK1	0.00394	-0.00219	0.01591
PGM1	0.02222	-0.00203	-0.00086
PGM2	0.00795	0.01221	-0.01034
PGM2L1	0.00788	0.04175	0.05817
PGM3	0.00711	-0.01193	0.00306
PGM5P2	-0.01417	-0.01413	0.01142
PGPEP1	-0.01051	0.01236	0.01626
PHACTR4	0.00717	-0.00336	-0.00154
PHAX	0.00048	0.01054	-0.01352
PHB	0.00061	0.00203	-0.0128
PHB2	-0.01939	-0.00154	-0.00001
PHC1	0.00068	-0.00509	-0.00118
PHC2	-0.00372	-0.00139	0.00874
PHF3	0.00108	-0.01074	0.01413
PHF6	-0.01606	0.00029	0.00661
PHF12	-0.00798	-0.00171	0.00084
PHF14	-0.01682	-0.00885	-0.0002
PHF17	-0.01936	-0.00304	0.00567
PHF20	0.00175	-0.00845	0.00288
PHF20L1	-0.01531	-0.01064	0.00846
PHF21A	-0.01231	-0.00355	0.00748
PHGDH	0.00294	-0.01695	-0.04343
PHIP	-0.01494	0.01653	0.0128
PHKB	0.0069	0.0008	-0.00814
PHKG2	-0.00737	0.00257	0.0065
PHLDA1	-0.01455	-0.04646	0.00052
PHPT1	0.01132	-0.01235	-0.00587
PHTF1	-0.00725	0.00023	0.01238
PHTF2	-0.00663	0.00814	0.00407
PHYH	0.02819	-0.00896	-0.00299
PHYHIPL	0.00623	-0.02903	-0.05808
PI4KB	0.01041	0.02869	-0.01269
PIAS1	-0.008	0.0165	0.01514
PIAS3	0.01636	0.00026	-0.00336
PIBF1	-0.02381	-0.00223	0.00196
PICALM	-0.00668	-0.00723	0.01181
PIGA	0.01653	-0.00948	-0.00266
PIGC	0.00863	0.01092	0.01046
PIGF	0.00124	0.01103	-0.00964
PIGG	0.00834	0.01005	0.00048
PIGH	0.00671	0.00222	0.00255
PIGK	0.02483	0.03099	-0.0077
PIGM	-0.00229	0.00337	0.01011
PIGN	0.02405	0.02197	-0.00764
PIGO	0.01466	0.00559	0.00437
PIGS	0.0238	0.02795	-0.003
PIGT	0.01142	0.01758	-0.00227
PIGU	0.01172	0.0127	-0.01481
PIGW	-0.01586	0.02023	0.01541
PIH1D1	0.00507	-0.02007	-0.00116
PIK3C2A	-0.00335	0.00464	0.00502
PIK3R1	-0.01114	-0.01551	-0.0066
PIK3R3	0.00271	0.00628	-0.03061
PIKFYVE	-0.01785	-0.00886	-0.00169
PIN4	-0.00772	-0.009	-0.00623
PIP4K2A	0.01371	-0.00405	0.00802
PIP4K2B	0.00204	-0.00681	0.00079
PIP4K2C	0.01976	0.01221	-0.00564
PIP5K1A	0.00561	-0.00461	0.02084
PIPOX	0.00176	0.0183	-0.0336
PIRT	0.05913	-0.03561	-0.01752
PISD	0.02181	0.01711	-0.00126
PITPNB	-0.00021	0.00624	-0.0011
PITRM1	0.01932	-0.00181	0.00471
PJA1	0.01452	0.00195	-0.02502
PJA2	-0.0016	0.02707	0.00818
PKD2	-0.02014	0.00286	0.01347
PKIG	0.00282	-0.01141	-0.00426
PKN2	-0.00892	-0.00459	0.01731
PLA2G4B	-0.00467	0.00064	0.00295
PLA2G4C	0.01391	-0.02347	0.023
PLA2G5	0.04465	0.02624	0.00235
PLA2G15	0.02698	0.00724	-0.00535
PLA2G16	0.01952	0.00548	0.0175
PLAT	-0.00006	0.00669	-0.02241
PLCE1	-0.00673	-0.02477	0.00005
PLCG1	-0.00946	-0.02398	0.00755
PLD2	0.01807	-0.01306	-0.01009
PLD3	0.00821	-0.00503	-0.00113
PLDN	-0.0169	0.01781	0.00828
PLEKHA5	0.0226	-0.01668	0.00969
PLEKHB1	0.03047	-0.00388	-0.01628
PLEKHB2	0.00768	0.01327	-0.01097
PLEKHG1	0.03032	-0.00924	-0.00704
PLEKHH2	-0.03668	-0.02121	0.02101
PLEKHJ1	-0.00481	0.00527	-0.01885
PLIN3	0.00604	0.00844	-0.00486
PLK1S1	-0.01343	-0.02449	0.00386
PLK2	0.00932	0.01111	-0.0251
PLOD1	0.01384	0.01684	0.01173
PLOD2	0.00018	-0.01197	0.02095
